"event_id","event_nm","event_start_dtm","event_end_dtm"
EV-230514,event 20233-05-14,"2023-05-14 08:00:00","2023-05-14 10:50:00"
EV-230515,event 20233-05-15,"2023-05-15 08:00:00","2023-05-15 12:35:00"
EV-230516,event 20233-05-16,"2023-05-16 08:30:00","2023-05-16 11:02:00"
EV-230517,event 20233-05-17,"2023-05-17 08:00:00","2023-05-17 10:40:00"
EV-230518,event 20233-05-18,"2023-05-18 08:00:00","2023-05-18 08:04:00"
EV-230519,event 20233-05-19,"2023-05-19 08:12:00","2023-05-19 08:48:00"
EV-230520,event 20233-05-20,"2023-05-20 08:21:00","2023-05-20 08:54:00"
EV-230521,event 20233-05-21,"2023-05-21 08:00:00","2023-05-21 11:25:00"
EV-230522,event 20233-05-22,"2023-05-22 08:00:00","2023-05-22 12:24:00"
EV-230523,event 20233-05-23,"2023-05-23 08:00:00","2023-05-23 13:20:00"
EV-230524,event 20233-05-24,"2023-05-24 08:24:00","2023-05-24 12:00:00"
EV-230525,event 20233-05-25,"2023-05-25 08:00:00","2023-05-25 13:35:00"
EV-230526,event 20233-05-26,"2023-05-26 08:16:00","2023-05-26 10:36:00"
EV-230527,event 20233-05-27,"2023-05-27 08:00:00","2023-05-27 11:30:00"
EV-230528,event 20233-05-28,"2023-05-28 08:16:00","2023-05-28 10:08:00"
EV-230529,event 20233-05-29,"2023-05-29 08:00:00","2023-05-29 12:50:00"
EV-230530,event 20233-05-30,"2023-05-30 08:04:00","2023-05-30 11:50:00"
EV-230531,event 20233-05-31,"2023-05-31 08:00:00","2023-05-31 13:40:00"
EV-230601,event 20233-06-01,"2023-06-01 08:08:00","2023-06-01 10:00:00"
EV-230602,event 20233-06-02,"2023-06-02 08:02:00","2023-06-02 08:45:00"
EV-230603,event 20233-06-03,"2023-06-03 08:00:00","2023-06-03 11:55:00"
EV-230604,event 20233-06-04,"2023-06-04 08:00:00","2023-06-04 10:50:00"
EV-230605,event 20233-06-05,"2023-06-05 08:00:00","2023-06-05 12:35:00"
EV-230606,event 20233-06-06,"2023-06-06 08:30:00","2023-06-06 11:02:00"
EV-230607,event 20233-06-07,"2023-06-07 08:00:00","2023-06-07 10:40:00"
EV-230608,event 20233-06-08,"2023-06-08 08:00:00","2023-06-08 08:04:00"
EV-230609,event 20233-06-09,"2023-06-09 08:12:00","2023-06-09 08:48:00"
EV-230610,event 20233-06-10,"2023-06-10 08:21:00","2023-06-10 08:54:00"
EV-230611,event 20233-06-11,"2023-06-11 08:00:00","2023-06-11 11:25:00"
EV-230612,event 20233-06-12,"2023-06-12 08:00:00","2023-06-12 12:24:00"
EV-230613,event 20233-06-13,"2023-06-13 08:00:00","2023-06-13 13:20:00"
EV-230614,event 20233-06-14,"2023-06-14 08:24:00","2023-06-14 12:00:00"
EV-230615,event 20233-06-15,"2023-06-15 08:00:00","2023-06-15 13:35:00"
EV-230616,event 20233-06-16,"2023-06-16 08:16:00","2023-06-16 10:36:00"
EV-230617,event 20233-06-17,"2023-06-17 08:00:00","2023-06-17 11:30:00"
EV-230618,event 20233-06-18,"2023-06-18 08:16:00","2023-06-18 10:08:00"
EV-230619,event 20233-06-19,"2023-06-19 08:00:00","2023-06-19 12:50:00"
EV-230620,event 20233-06-20,"2023-06-20 08:04:00","2023-06-20 11:50:00"
EV-230621,event 20233-06-21,"2023-06-21 08:00:00","2023-06-21 13:40:00"
EV-230623,event 20233-06-23,"2023-06-23 08:00:00","2023-06-23 10:55:00"
EV-230624,event 20233-06-24,"2023-06-24 08:44:00","2023-06-24 09:08:00"
EV-230625,event 20233-06-25,"2023-06-25 08:00:00","2023-06-25 11:00:00"
EV-230626,event 20233-06-26,"2023-06-26 08:12:00","2023-06-26 09:36:00"
EV-230627,event 20233-06-27,"2023-06-27 08:00:00","2023-06-27 11:40:00"
EV-230628,event 20233-06-28,"2023-06-28 08:04:00","2023-06-28 10:24:00"
EV-230629,event 20233-06-29,"2023-06-29 08:09:00","2023-06-29 08:27:00"
EV-230630,event 20233-06-30,"2023-06-30 09:20:00","2023-06-30 10:00:00"
EV-230701,event 20233-07-01,"2023-07-01 08:00:00","2023-07-01 11:25:00"
EV-230702,event 20233-07-02,"2023-07-02 08:00:00","2023-07-02 12:24:00"
EV-230703,event 20233-07-03,"2023-07-03 08:00:00","2023-07-03 13:20:00"
EV-230704,event 20233-07-04,"2023-07-04 08:24:00","2023-07-04 12:00:00"
EV-230705,event 20233-07-05,"2023-07-05 08:00:00","2023-07-05 13:35:00"
EV-230706,event 20233-07-06,"2023-07-06 08:16:00","2023-07-06 10:36:00"
EV-230707,event 20233-07-07,"2023-07-07 08:00:00","2023-07-07 11:30:00"
EV-230708,event 20233-07-08,"2023-07-08 08:16:00","2023-07-08 10:08:00"
EV-230709,event 20233-07-09,"2023-07-09 08:00:00","2023-07-09 12:50:00"
EV-230710,event 20233-07-10,"2023-07-10 08:04:00","2023-07-10 11:50:00"
EV-230711,event 20233-07-11,"2023-07-11 08:00:00","2023-07-11 13:40:00"
EV-230713,event 20233-07-13,"2023-07-13 08:00:00","2023-07-13 10:55:00"
EV-230714,event 20233-07-14,"2023-07-14 08:44:00","2023-07-14 09:08:00"
EV-230715,event 20233-07-15,"2023-07-15 08:00:00","2023-07-15 11:00:00"
EV-230716,event 20233-07-16,"2023-07-16 08:12:00","2023-07-16 09:36:00"
EV-230717,event 20233-07-17,"2023-07-17 08:00:00","2023-07-17 11:40:00"
EV-230718,event 20233-07-18,"2023-07-18 08:04:00","2023-07-18 10:24:00"
EV-230719,event 20233-07-19,"2023-07-19 08:09:00","2023-07-19 08:27:00"
EV-230720,event 20233-07-20,"2023-07-20 09:20:00","2023-07-20 10:00:00"
EV-230721,event 20233-07-21,"2023-07-21 08:08:00","2023-07-21 10:00:00"
EV-230722,event 20233-07-22,"2023-07-22 08:02:00","2023-07-22 08:45:00"
EV-230723,event 20233-07-23,"2023-07-23 08:00:00","2023-07-23 11:55:00"
EV-230724,event 20233-07-24,"2023-07-24 08:00:00","2023-07-24 10:50:00"
EV-230725,event 20233-07-25,"2023-07-25 08:00:00","2023-07-25 12:35:00"
EV-230726,event 20233-07-26,"2023-07-26 08:30:00","2023-07-26 11:02:00"
EV-230727,event 20233-07-27,"2023-07-27 08:00:00","2023-07-27 10:40:00"
EV-230728,event 20233-07-28,"2023-07-28 08:00:00","2023-07-28 08:04:00"
EV-230729,event 20233-07-29,"2023-07-29 08:12:00","2023-07-29 08:48:00"
EV-230730,event 20233-07-30,"2023-07-30 08:21:00","2023-07-30 08:54:00"
EV-230731,event 20233-07-31,"2023-07-31 08:00:00","2023-07-31 11:25:00"
EV-230801,event 20233-08-01,"2023-08-01 08:00:00","2023-08-01 13:40:00"
EV-230803,event 20233-08-03,"2023-08-03 08:00:00","2023-08-03 10:55:00"
EV-230804,event 20233-08-04,"2023-08-04 08:44:00","2023-08-04 09:08:00"
EV-230805,event 20233-08-05,"2023-08-05 08:00:00","2023-08-05 11:00:00"
EV-230806,event 20233-08-06,"2023-08-06 08:12:00","2023-08-06 09:36:00"
EV-230807,event 20233-08-07,"2023-08-07 08:00:00","2023-08-07 11:40:00"
EV-230808,event 20233-08-08,"2023-08-08 08:04:00","2023-08-08 10:24:00"
EV-230809,event 20233-08-09,"2023-08-09 08:09:00","2023-08-09 08:27:00"
EV-230810,event 20233-08-10,"2023-08-10 09:20:00","2023-08-10 10:00:00"
EV-230811,event 20233-08-11,"2023-08-11 08:08:00","2023-08-11 10:00:00"
EV-230812,event 20233-08-12,"2023-08-12 08:02:00","2023-08-12 08:45:00"
EV-230813,event 20233-08-13,"2023-08-13 08:00:00","2023-08-13 11:55:00"
EV-230814,event 20233-08-14,"2023-08-14 08:00:00","2023-08-14 10:50:00"
EV-230815,event 20233-08-15,"2023-08-15 08:00:00","2023-08-15 12:35:00"
EV-230816,event 20233-08-16,"2023-08-16 08:30:00","2023-08-16 11:02:00"
EV-230817,event 20233-08-17,"2023-08-17 08:00:00","2023-08-17 10:40:00"
EV-230818,event 20233-08-18,"2023-08-18 08:00:00","2023-08-18 08:04:00"
EV-230819,event 20233-08-19,"2023-08-19 08:12:00","2023-08-19 08:48:00"
EV-230820,event 20233-08-20,"2023-08-20 08:21:00","2023-08-20 08:54:00"
EV-230821,event 20233-08-21,"2023-08-21 08:00:00","2023-08-21 11:25:00"
EV-230822,event 20233-08-22,"2023-08-22 08:00:00","2023-08-22 12:24:00"
EV-230823,event 20233-08-23,"2023-08-23 08:00:00","2023-08-23 13:20:00"
EV-230824,event 20233-08-24,"2023-08-24 08:24:00","2023-08-24 12:00:00"
EV-230825,event 20233-08-25,"2023-08-25 08:00:00","2023-08-25 13:35:00"
EV-230826,event 20233-08-26,"2023-08-26 08:16:00","2023-08-26 10:36:00"
EV-230827,event 20233-08-27,"2023-08-27 08:00:00","2023-08-27 11:30:00"
EV-230828,event 20233-08-28,"2023-08-28 08:16:00","2023-08-28 10:08:00"
EV-230829,event 20233-08-29,"2023-08-29 08:00:00","2023-08-29 12:50:00"
EV-230830,event 20233-08-30,"2023-08-30 08:04:00","2023-08-30 11:50:00"
EV-230831,event 20233-08-31,"2023-08-31 08:00:00","2023-08-31 13:40:00"
EV-230901,event 20233-09-01,"2023-09-01 08:08:00","2023-09-01 10:00:00"
EV-230902,event 20233-09-02,"2023-09-02 08:02:00","2023-09-02 08:45:00"
EV-230903,event 20233-09-03,"2023-09-03 08:00:00","2023-09-03 11:55:00"
EV-230904,event 20233-09-04,"2023-09-04 08:00:00","2023-09-04 10:50:00"
EV-230905,event 20233-09-05,"2023-09-05 08:00:00","2023-09-05 12:35:00"
EV-230906,event 20233-09-06,"2023-09-06 08:30:00","2023-09-06 11:02:00"
EV-230907,event 20233-09-07,"2023-09-07 08:00:00","2023-09-07 10:40:00"
EV-230908,event 20233-09-08,"2023-09-08 08:00:00","2023-09-08 08:04:00"
EV-230909,event 20233-09-09,"2023-09-09 08:12:00","2023-09-09 08:48:00"
EV-230910,event 20233-09-10,"2023-09-10 08:21:00","2023-09-10 08:54:00"
EV-230911,event 20233-09-11,"2023-09-11 08:00:00","2023-09-11 11:25:00"
EV-230912,event 20233-09-12,"2023-09-12 08:00:00","2023-09-12 12:24:00"
EV-230913,event 20233-09-13,"2023-09-13 08:00:00","2023-09-13 13:20:00"
EV-230914,event 20233-09-14,"2023-09-14 08:24:00","2023-09-14 12:00:00"
EV-230915,event 20233-09-15,"2023-09-15 08:00:00","2023-09-15 13:35:00"
EV-230916,event 20233-09-16,"2023-09-16 08:16:00","2023-09-16 10:36:00"
EV-230917,event 20233-09-17,"2023-09-17 08:00:00","2023-09-17 11:30:00"
EV-230918,event 20233-09-18,"2023-09-18 08:16:00","2023-09-18 10:08:00"
EV-230919,event 20233-09-19,"2023-09-19 08:00:00","2023-09-19 12:50:00"
EV-230920,event 20233-09-20,"2023-09-20 08:04:00","2023-09-20 11:50:00"
EV-230921,event 20233-09-21,"2023-09-21 08:00:00","2023-09-21 13:40:00"
EV-230923,event 20233-09-23,"2023-09-23 08:00:00","2023-09-23 10:55:00"
EV-230924,event 20233-09-24,"2023-09-24 08:44:00","2023-09-24 09:08:00"
EV-230925,event 20233-09-25,"2023-09-25 08:00:00","2023-09-25 11:00:00"
EV-230926,event 20233-09-26,"2023-09-26 08:12:00","2023-09-26 09:36:00"
EV-230927,event 20233-09-27,"2023-09-27 08:00:00","2023-09-27 11:40:00"
EV-230928,event 20233-09-28,"2023-09-28 08:04:00","2023-09-28 10:24:00"
EV-230929,event 20233-09-29,"2023-09-29 08:09:00","2023-09-29 08:27:00"
EV-230930,event 20233-09-30,"2023-09-30 09:20:00","2023-09-30 10:00:00"
EV-231001,event 20233-10-01,"2023-10-01 08:00:00","2023-10-01 11:25:00"
EV-231002,event 20233-10-02,"2023-10-02 08:00:00","2023-10-02 12:24:00"
EV-231003,event 20233-10-03,"2023-10-03 08:00:00","2023-10-03 13:20:00"
EV-231004,event 20233-10-04,"2023-10-04 08:24:00","2023-10-04 12:00:00"
EV-231005,event 20233-10-05,"2023-10-05 08:00:00","2023-10-05 13:35:00"
EV-231006,event 20233-10-06,"2023-10-06 08:16:00","2023-10-06 10:36:00"
EV-231007,event 20233-10-07,"2023-10-07 08:00:00","2023-10-07 11:30:00"
EV-231008,event 20233-10-08,"2023-10-08 08:16:00","2023-10-08 10:08:00"
EV-231009,event 20233-10-09,"2023-10-09 08:00:00","2023-10-09 12:50:00"
EV-231010,event 20233-10-10,"2023-10-10 08:04:00","2023-10-10 11:50:00"
EV-231011,event 20233-10-11,"2023-10-11 08:00:00","2023-10-11 13:40:00"
EV-231013,event 20233-10-13,"2023-10-13 08:00:00","2023-10-13 10:55:00"
EV-231014,event 20233-10-14,"2023-10-14 08:44:00","2023-10-14 09:08:00"
EV-231015,event 20233-10-15,"2023-10-15 08:00:00","2023-10-15 11:00:00"
EV-231016,event 20233-10-16,"2023-10-16 08:12:00","2023-10-16 09:36:00"
EV-231017,event 20233-10-17,"2023-10-17 08:00:00","2023-10-17 11:40:00"
EV-231018,event 20233-10-18,"2023-10-18 08:04:00","2023-10-18 10:24:00"
EV-231019,event 20233-10-19,"2023-10-19 08:09:00","2023-10-19 08:27:00"
EV-231020,event 20233-10-20,"2023-10-20 09:20:00","2023-10-20 10:00:00"
EV-231021,event 20233-10-21,"2023-10-21 08:08:00","2023-10-21 10:00:00"
EV-231022,event 20233-10-22,"2023-10-22 08:02:00","2023-10-22 08:45:00"
EV-231023,event 20233-10-23,"2023-10-23 08:00:00","2023-10-23 11:55:00"
EV-231024,event 20233-10-24,"2023-10-24 08:00:00","2023-10-24 10:50:00"
EV-231025,event 20233-10-25,"2023-10-25 08:00:00","2023-10-25 12:35:00"
EV-231026,event 20233-10-26,"2023-10-26 08:30:00","2023-10-26 11:02:00"
EV-231027,event 20233-10-27,"2023-10-27 08:00:00","2023-10-27 10:40:00"
EV-231028,event 20233-10-28,"2023-10-28 08:00:00","2023-10-28 08:04:00"
EV-231029,event 20233-10-29,"2023-10-29 08:12:00","2023-10-29 08:48:00"
EV-231030,event 20233-10-30,"2023-10-30 08:21:00","2023-10-30 08:54:00"
EV-231031,event 20233-10-31,"2023-10-31 08:00:00","2023-10-31 11:25:00"
EV-231101,event 20233-11-01,"2023-11-01 08:00:00","2023-11-01 13:40:00"
EV-231103,event 20233-11-03,"2023-11-03 08:00:00","2023-11-03 10:55:00"
EV-231104,event 20233-11-04,"2023-11-04 08:44:00","2023-11-04 09:08:00"
EV-231105,event 20233-11-05,"2023-11-05 08:00:00","2023-11-05 11:00:00"
EV-231106,event 20233-11-06,"2023-11-06 08:12:00","2023-11-06 09:36:00"
EV-231107,event 20233-11-07,"2023-11-07 08:00:00","2023-11-07 11:40:00"
EV-231108,event 20233-11-08,"2023-11-08 08:04:00","2023-11-08 10:24:00"
EV-231109,event 20233-11-09,"2023-11-09 08:09:00","2023-11-09 08:27:00"
EV-231110,event 20233-11-10,"2023-11-10 09:20:00","2023-11-10 10:00:00"
EV-231111,event 20233-11-11,"2023-11-11 08:08:00","2023-11-11 10:00:00"
EV-231112,event 20233-11-12,"2023-11-12 08:02:00","2023-11-12 08:45:00"
EV-231113,event 20233-11-13,"2023-11-13 08:00:00","2023-11-13 11:55:00"
EV-231114,event 20233-11-14,"2023-11-14 08:00:00","2023-11-14 10:50:00"
EV-231115,event 20233-11-15,"2023-11-15 08:00:00","2023-11-15 12:35:00"
EV-231116,event 20233-11-16,"2023-11-16 08:30:00","2023-11-16 11:02:00"
EV-231117,event 20233-11-17,"2023-11-17 08:00:00","2023-11-17 10:40:00"
EV-231118,event 20233-11-18,"2023-11-18 08:00:00","2023-11-18 08:04:00"
EV-231119,event 20233-11-19,"2023-11-19 08:12:00","2023-11-19 08:48:00"
EV-231120,event 20233-11-20,"2023-11-20 08:21:00","2023-11-20 08:54:00"
EV-231121,event 20233-11-21,"2023-11-21 08:00:00","2023-11-21 11:25:00"
EV-231122,event 20233-11-22,"2023-11-22 08:00:00","2023-11-22 12:24:00"
EV-231123,event 20233-11-23,"2023-11-23 08:00:00","2023-11-23 13:20:00"
EV-231124,event 20233-11-24,"2023-11-24 08:24:00","2023-11-24 12:00:00"
EV-231125,event 20233-11-25,"2023-11-25 08:00:00","2023-11-25 13:35:00"
EV-231126,event 20233-11-26,"2023-11-26 08:16:00","2023-11-26 10:36:00"
EV-231127,event 20233-11-27,"2023-11-27 08:00:00","2023-11-27 11:30:00"
EV-231128,event 20233-11-28,"2023-11-28 08:16:00","2023-11-28 10:08:00"
EV-231129,event 20233-11-29,"2023-11-29 08:00:00","2023-11-29 12:50:00"
EV-231130,event 20233-11-30,"2023-11-30 08:04:00","2023-11-30 11:50:00"
EV-231201,event 20233-12-01,"2023-12-01 08:00:00","2023-12-01 10:00:00"
EV-231202,event 20233-12-02,"2023-12-02 08:02:00","2023-12-02 08:45:00"
EV-231203,event 20233-12-03,"2023-12-03 08:00:00","2023-12-03 11:55:00"
EV-231204,event 20233-12-04,"2023-12-04 08:00:00","2023-12-04 10:50:00"
EV-231205,event 20233-12-05,"2023-12-05 08:00:00","2023-12-05 12:35:00"
EV-231206,event 20233-12-06,"2023-12-06 08:30:00","2023-12-06 11:02:00"
EV-231207,event 20233-12-07,"2023-12-07 08:00:00","2023-12-07 10:40:00"
EV-231208,event 20233-12-08,"2023-12-08 08:00:00","2023-12-08 08:04:00"
EV-231209,event 20233-12-09,"2023-12-09 08:00:00","2023-12-09 08:48:00"
EV-231210,event 20233-12-10,"2023-12-10 08:21:00","2023-12-10 08:54:00"
EV-231211,event 20233-12-11,"2023-12-11 08:00:00","2023-12-11 11:25:00"
EV-231212,event 20233-12-12,"2023-12-12 08:00:00","2023-12-12 12:24:00"
EV-231213,event 20233-12-13,"2023-12-13 08:00:00","2023-12-13 13:20:00"
EV-231214,event 20233-12-14,"2023-12-14 08:16:00","2023-12-14 12:00:00"
EV-231215,event 20233-12-15,"2023-12-15 08:00:00","2023-12-15 13:35:00"
EV-231216,event 20233-12-16,"2023-12-16 08:00:00","2023-12-16 10:36:00"
EV-231217,event 20233-12-17,"2023-12-17 08:00:00","2023-12-17 11:30:00"
EV-231218,event 20233-12-18,"2023-12-18 08:16:00","2023-12-18 10:08:00"
EV-231219,event 20233-12-19,"2023-12-19 08:00:00","2023-12-19 12:50:00"
EV-231220,event 20233-12-20,"2023-12-20 08:00:00","2023-12-20 11:50:00"
EV-231221,event 20233-12-21,"2023-12-21 08:00:00","2023-12-21 13:40:00"
EV-231223,event 20233-12-23,"2023-12-23 08:00:00","2023-12-23 10:55:00"
EV-231224,event 20233-12-24,"2023-12-24 08:44:00","2023-12-24 09:08:00"
EV-231225,event 20233-12-25,"2023-12-25 08:00:00","2023-12-25 11:00:00"
EV-231226,event 20233-12-26,"2023-12-26 08:12:00","2023-12-26 09:36:00"
EV-231227,event 20233-12-27,"2023-12-27 08:00:00","2023-12-27 11:40:00"
EV-231228,event 20233-12-28,"2023-12-28 08:00:00","2023-12-28 10:24:00"
EV-231229,event 20233-12-29,"2023-12-29 08:00:00","2023-12-29 08:27:00"
EV-231230,event 20233-12-30,"2023-12-30 09:20:00","2023-12-30 10:00:00"
EV-231231,event 20233-12-31,"2023-12-31 08:00:00","2023-12-31 10:00:00"
EV-240101,event 20244-01-01,"2024-01-01 08:00:00","2024-01-01 13:40:00"
EV-240103,event 20244-01-03,"2024-01-03 08:00:00","2024-01-03 10:55:00"
EV-240104,event 20244-01-04,"2024-01-04 08:44:00","2024-01-04 09:08:00"
EV-240105,event 20244-01-05,"2024-01-05 08:00:00","2024-01-05 11:00:00"
EV-240106,event 20244-01-06,"2024-01-06 08:12:00","2024-01-06 09:36:00"
EV-240107,event 20244-01-07,"2024-01-07 08:00:00","2024-01-07 11:40:00"
EV-240108,event 20244-01-08,"2024-01-08 08:04:00","2024-01-08 10:24:00"
EV-240109,event 20244-01-09,"2024-01-09 08:09:00","2024-01-09 08:27:00"
EV-240110,event 20244-01-10,"2024-01-10 09:20:00","2024-01-10 10:00:00"
EV-240111,event 20244-01-11,"2024-01-11 08:08:00","2024-01-11 10:00:00"
EV-240112,event 20244-01-12,"2024-01-12 08:02:00","2024-01-12 08:45:00"
EV-240113,event 20244-01-13,"2024-01-13 08:00:00","2024-01-13 11:55:00"
EV-240114,event 20244-01-14,"2024-01-14 08:00:00","2024-01-14 10:50:00"
EV-240115,event 20244-01-15,"2024-01-15 08:00:00","2024-01-15 12:35:00"
EV-240116,event 20244-01-16,"2024-01-16 08:30:00","2024-01-16 11:02:00"
EV-240117,event 20244-01-17,"2024-01-17 08:00:00","2024-01-17 10:40:00"
EV-240118,event 20244-01-18,"2024-01-18 08:00:00","2024-01-18 08:04:00"
EV-240119,event 20244-01-19,"2024-01-19 08:12:00","2024-01-19 08:48:00"
EV-240120,event 20244-01-20,"2024-01-20 08:21:00","2024-01-20 08:54:00"
EV-240121,event 20244-01-21,"2024-01-21 08:00:00","2024-01-21 11:25:00"
EV-240122,event 20244-01-22,"2024-01-22 08:00:00","2024-01-22 12:24:00"
EV-240123,event 20244-01-23,"2024-01-23 08:00:00","2024-01-23 13:20:00"
EV-240124,event 20244-01-24,"2024-01-24 08:24:00","2024-01-24 12:00:00"
EV-240125,event 20244-01-25,"2024-01-25 08:00:00","2024-01-25 13:35:00"
EV-240126,event 20244-01-26,"2024-01-26 08:16:00","2024-01-26 10:36:00"
EV-240127,event 20244-01-27,"2024-01-27 08:00:00","2024-01-27 11:30:00"
EV-240128,event 20244-01-28,"2024-01-28 08:16:00","2024-01-28 10:08:00"
EV-240129,event 20244-01-29,"2024-01-29 08:00:00","2024-01-29 12:50:00"
EV-240130,event 20244-01-30,"2024-01-30 08:04:00","2024-01-30 11:50:00"
EV-240131,event 20244-01-31,"2024-01-31 08:00:00","2024-01-31 13:40:00"
EV-240201,event 20244-02-01,"2024-02-01 08:08:00","2024-02-01 10:00:00"
EV-240202,event 20244-02-02,"2024-02-02 08:02:00","2024-02-02 08:45:00"
EV-240203,event 20244-02-03,"2024-02-03 08:00:00","2024-02-03 11:55:00"
EV-240204,event 20244-02-04,"2024-02-04 08:00:00","2024-02-04 10:50:00"
EV-240205,event 20244-02-05,"2024-02-05 08:00:00","2024-02-05 12:35:00"
EV-240206,event 20244-02-06,"2024-02-06 08:30:00","2024-02-06 11:02:00"
EV-240207,event 20244-02-07,"2024-02-07 08:00:00","2024-02-07 10:40:00"
EV-240208,event 20244-02-08,"2024-02-08 08:00:00","2024-02-08 08:04:00"
EV-240209,event 20244-02-09,"2024-02-09 08:12:00","2024-02-09 08:48:00"
EV-240210,event 20244-02-10,"2024-02-10 08:21:00","2024-02-10 08:54:00"
EV-240211,event 20244-02-11,"2024-02-11 08:00:00","2024-02-11 11:25:00"
EV-240212,event 20244-02-12,"2024-02-12 08:00:00","2024-02-12 12:24:00"
EV-240213,event 20244-02-13,"2024-02-13 08:00:00","2024-02-13 13:20:00"
EV-240214,event 20244-02-14,"2024-02-14 08:24:00","2024-02-14 12:00:00"
EV-240215,event 20244-02-15,"2024-02-15 08:00:00","2024-02-15 13:35:00"
EV-240216,event 20244-02-16,"2024-02-16 08:16:00","2024-02-16 10:36:00"
EV-240217,event 20244-02-17,"2024-02-17 08:00:00","2024-02-17 11:30:00"
EV-240218,event 20244-02-18,"2024-02-18 08:16:00","2024-02-18 10:08:00"
EV-240219,event 20244-02-19,"2024-02-19 08:00:00","2024-02-19 12:50:00"
EV-240220,event 20244-02-20,"2024-02-20 08:04:00","2024-02-20 11:50:00"
EV-240221,event 20244-02-21,"2024-02-21 08:00:00","2024-02-21 13:40:00"
EV-240223,event 20244-02-23,"2024-02-23 08:00:00","2024-02-23 10:55:00"
EV-240224,event 20244-02-24,"2024-02-24 08:44:00","2024-02-24 09:08:00"
EV-240225,event 20244-02-25,"2024-02-25 08:00:00","2024-02-25 11:00:00"
EV-240226,event 20244-02-26,"2024-02-26 08:12:00","2024-02-26 09:36:00"
EV-240227,event 20244-02-27,"2024-02-27 08:00:00","2024-02-27 11:40:00"
EV-240228,event 20244-02-28,"2024-02-28 08:04:00","2024-02-28 10:24:00"
EV-240229,event 20244-02-29,"2024-02-29 08:09:00","2024-02-29 08:27:00"
EV-240301,event 20244-03-01,"2024-03-01 08:00:00","2024-03-01 11:25:00"
EV-240302,event 20244-03-02,"2024-03-02 08:00:00","2024-03-02 12:24:00"
EV-240303,event 20244-03-03,"2024-03-03 08:00:00","2024-03-03 13:20:00"
EV-240304,event 20244-03-04,"2024-03-04 08:24:00","2024-03-04 12:00:00"
EV-240305,event 20244-03-05,"2024-03-05 08:00:00","2024-03-05 13:35:00"
EV-240306,event 20244-03-06,"2024-03-06 08:16:00","2024-03-06 10:36:00"
EV-240307,event 20244-03-07,"2024-03-07 08:00:00","2024-03-07 11:30:00"
EV-240308,event 20244-03-08,"2024-03-08 08:16:00","2024-03-08 10:08:00"
EV-240309,event 20244-03-09,"2024-03-09 08:00:00","2024-03-09 12:50:00"
EV-240310,event 20244-03-10,"2024-03-10 08:04:00","2024-03-10 11:50:00"
EV-240311,event 20244-03-11,"2024-03-11 08:00:00","2024-03-11 13:40:00"
EV-240313,event 20244-03-13,"2024-03-13 08:00:00","2024-03-13 10:55:00"
EV-240314,event 20244-03-14,"2024-03-14 08:44:00","2024-03-14 09:08:00"
EV-240315,event 20244-03-15,"2024-03-15 08:00:00","2024-03-15 11:00:00"
EV-240316,event 20244-03-16,"2024-03-16 08:12:00","2024-03-16 09:36:00"
EV-240317,event 20244-03-17,"2024-03-17 08:00:00","2024-03-17 11:40:00"
EV-240318,event 20244-03-18,"2024-03-18 08:04:00","2024-03-18 10:24:00"
EV-240319,event 20244-03-19,"2024-03-19 08:09:00","2024-03-19 08:27:00"
EV-240320,event 20244-03-20,"2024-03-20 09:20:00","2024-03-20 10:00:00"
EV-240321,event 20244-03-21,"2024-03-21 08:08:00","2024-03-21 10:00:00"
EV-240322,event 20244-03-22,"2024-03-22 08:02:00","2024-03-22 08:45:00"
EV-240323,event 20244-03-23,"2024-03-23 08:00:00","2024-03-23 11:55:00"
EV-240324,event 20244-03-24,"2024-03-24 08:00:00","2024-03-24 10:50:00"
EV-240325,event 20244-03-25,"2024-03-25 08:00:00","2024-03-25 12:35:00"
EV-240326,event 20244-03-26,"2024-03-26 08:30:00","2024-03-26 11:02:00"
EV-240327,event 20244-03-27,"2024-03-27 08:00:00","2024-03-27 10:40:00"
EV-240328,event 20244-03-28,"2024-03-28 08:00:00","2024-03-28 08:04:00"
EV-240329,event 20244-03-29,"2024-03-29 08:12:00","2024-03-29 08:48:00"
EV-240330,event 20244-03-30,"2024-03-30 08:21:00","2024-03-30 08:54:00"
EV-240331,event 20244-03-31,"2024-03-31 08:00:00","2024-03-31 11:25:00"
EV-240401,event 20244-04-01,"2024-04-01 08:00:00","2024-04-01 13:40:00"
EV-240403,event 20244-04-03,"2024-04-03 08:00:00","2024-04-03 10:55:00"
EV-240404,event 20244-04-04,"2024-04-04 08:44:00","2024-04-04 09:08:00"
EV-240405,event 20244-04-05,"2024-04-05 08:00:00","2024-04-05 11:00:00"
EV-240406,event 20244-04-06,"2024-04-06 08:12:00","2024-04-06 09:36:00"
EV-240407,event 20244-04-07,"2024-04-07 08:00:00","2024-04-07 11:40:00"
EV-240408,event 20244-04-08,"2024-04-08 08:04:00","2024-04-08 10:24:00"
EV-240409,event 20244-04-09,"2024-04-09 08:09:00","2024-04-09 08:27:00"
EV-240410,event 20244-04-10,"2024-04-10 09:20:00","2024-04-10 10:00:00"
EV-240411,event 20244-04-11,"2024-04-11 08:08:00","2024-04-11 10:00:00"
EV-240412,event 20244-04-12,"2024-04-12 08:02:00","2024-04-12 08:45:00"
